id,naslov,sezona,zacetek,konec,vir,epizode,dolzina,stevilo_clenov,najljubsi,ocena,opis,oznaka 
10460,Kimi to Boku.,Fall 2011,2011,2011,Manga,13,24 min. per ep.,145119,1287,7.71,"Four childhood friends are in their second year at Homare High School: kind and cheerful Shun Matsuoka, hot-tempered Kaname Tsukahara, and the Asaba twins, gentle Yuuta and lazy Yuuki. When a dynamic...",PG-13
34012,Isekai Shokudou,Summer 2017,2017,2017,Light novel,12,23 min. per ep.,145113,435,7.35,"Western Restaurant Nekoya is a popular eatery located on a street corner in a Tokyo shopping district. Serving both traditional Japanese fare as well as Western dishes, this eating establishment is po...",PG-13
195,Onegai☆Teacher,Winter 2002,2002,2002,Original,12,23 min. per ep.,144668,918,7.19,"One day, Kei Kusanagi notices a strange glowing woman by the lake. He discovers that the woman is actually an alien officer from the Galaxy Federation named Mizuho Kazami, and even more shocking—she&#039;s...",PG-13
19315,Pupa,Winter 2014,2014,2014,Manga,12,4 min. per ep.,144600,207,3.44,"Abandoned by their abusive parents and with only each other to depend on, siblings Utsutsu and Yume Hasegawa find themselves led astray by beautiful red butterflies that have appeared in their world...",R
4789,ef: A Tale of Melodies.,Fall 2008,2008,2008,Visual novel,12,24 min. per ep.,144428,1706,8.05,"In a story set years in the past, Himura Yuu is a studious and diligent young man intent solely on maintaining his top academic position at Otowa Academy. One day, he meets a mysterious girl named Ama...",PG-13
14811,GJ-bu,Winter 2013,2013,2013,Light novel,12,23 min. per ep.,144304,697,7.35,"School clubs usually advertise their activities, but the goings-on of the GJ Club are a mystery. Kyouya &quot;Kyoro&quot; Shinomiya recently joined and became the sole male member of the five-person club. Besid...",PG-13
36266,Mahou Shoujo Site,Spring 2018,2018,2018,Manga,12,24 min. per ep.,144245,749,6.49,"Every day, Aya Asagiri thinks about killing herself. She is bullied relentlessly at school, and at home, her older brother Kaname physically abuses her to relieve the academic stress put on him by the...",R
4087,Michiko to Hatchin,Fall 2008,2008,2009,Original,22,22 min. per ep.,144201,1868,7.85,"Under the unrelenting heat of the South American sun, hardened criminal Michiko Malandro breaks out of a high security prison for the fourth time in search of a man from her past. Michiko finds a clue...",R
39988,Isekai Quartet 2,Winter 2020,2020,2020,Original,12,11 min. per ep.,144131,251,7.39,"Despite completing all the tasks given to them, Ainz Ooal Gown, Tanya Degurechaff, Kazuma Satou, Subaru Natsuki, and the other members of Class 2 are surprised to find out that their role as students...",PG-13
15,Eyeshield 21,Spring 2005,2005,2008,Manga,145,23 min. per ep.,144074,2026,7.96,"Sena is like any other shy kid starting high school; he&#039;s just trying to survive. Constantly bullied, he&#039;s accustomed to running away. Surviving high school is about to become a lot more difficult aft...",PG-13
15699,Haiyore! Nyaruko-san W,Spring 2013,2013,2013,Light novel,12,24 min. per ep.,143961,302,7.3,"Nyaruko still wants Mahiro, as does Hasuta. Kūko wants Nyaruko, but believes both Nyaruko&#039;s and Mahiro&#039;s &quot;first time&quot; belongs to her. Yoriko puts up with all of it and cheerfully runs the house where...",PG-13
19703,Kyousou Giga (TV),Fall 2013,2013,2013,Original,10,25 min. per ep.,143755,1729,7.79,"Long ago, there was a monk named Myoue who could bring anything he drew to life. He quietly lived with his wife Koto—a black rabbit in human form—and their three children: Yakushimaru, Kurama, and Yas...",PG-13
322,Paradise Kiss,Fall 2005,2005,2005,Manga,12,24 min. per ep.,143524,2687,7.83,"On her way home from school, Yukari Hayasaka is approached by a weird-looking guy who starts looking at her body intently. He&#039;s got blond spiky hair, a spiked choker, and multiple piercings on his ear...",R
1690,Bokura no,Spring 2007,2007,2007,Manga,24,23 min. per ep.,143220,1060,7.66,"15 children, 8 boys and 7 girls, are enjoying their summer camp together when they suddenly discover a grotto by the sea. When they enter the mysterious place they find a room full of computers, as we...",R
23079,Glasslip,Summer 2014,2014,2014,Original,13,23 min. per ep.,141995,210,5.45,"What if you hold the power to hear the voices or see fragments of images from the future? Would that be a good thing or a bad thing? Glasslip follows the life of Touko Fukami, an aspiring glass artist...",PG-13
16668,Kakumeiki Valvrave,Spring 2013,2013,2013,Original,12,24 min. per ep.,141390,694,7.18,"In the 71st year of the True Era, humans have successfully expanded into space and have started living in independent galactic colonies. The world itself is split between two major nations: the Atlant...",R
31710,Divine Gate,Winter 2016,2016,2016,Game,12,23 min. per ep.,141054,244,5.62,"The legend of the Divine Gate is a story told to young children that depicts the merging of the living world, the heavens, and the underworld. &quot;Adapters&quot;—people born with unique elemental abilities gi...",PG-13
38480,Toaru Kagaku no Accelerator,Summer 2019,2019,2019,Manga,12,23 min. per ep.,140668,1554,7.17,"Academy City stands at the forefront of scientific and technological progress, best known for their development of espers: those capable of wielding superhuman abilities that alter the rules of realit...",R
1254,Saint Seiya,Fall 1986,1986,1989,Manga,114,24 min. per ep.,140150,4196,7.78,"In ancient times, a group of young men devoted their lives to protecting Athena, the Goddess of Wisdom and War. These men were capable of fighting without weapons—a swing of their fist alone was power...",PG-13
12883,Tsuritama,Spring 2012,2012,2012,Original,12,23 min. per ep.,140084,2256,7.71,Saving the world...,PG-13
31559,Prince of Stride: Alternative,Winter 2016,2016,2016,Visual novel,12,24 min. per ep.,139525,614,6.92,"&quot;Stride&quot;—an extreme sport that combines parkour, free running, relay, and sprinting—is what made first year high school student Nana Sakurai enroll in Honan Academy, after being captivated by the scho...",PG-13
31629,Granblue Fantasy The Animation,Spring 2017,2017,2017,Game,13,23 min. per ep.,139365,244,6.71,"This is a world of the skies, where many islands drift in the sky. A boy named Gran and a talking winged lizard named Vyrn lived in Zinkenstill, an island which yields mysteries. One day, they come ac...",PG-13
6895,Hakuouki,Spring 2010,2010,2010,Visual novel,12,23 min. per ep.,139299,2024,7.42,"In 1864 Japan, a young woman named Chizuru Yukimura is searching for her missing father, Koudou, a doctor by trade whose work often takes him far from home. But with no word from him in months, Chizur...",R
36548,Kokkoku,Winter 2018,2018,2018,Manga,12,23 min. per ep.,138373,261,7.05,"Having failed 19 job interviews in one day, Juri Yukawa&#039;s dreams of moving out of her parents&#039; home are utterly dashed. Stuck living with her working mother Nobuko, NEET brother Tsubasa, laid-off fath...",R
22,Tennis no Ouji-sama,Fall 2001,2001,2005,Manga,178,22 min. per ep.,138296,3085,7.91,"The world of tennis is harsh and highly competitive. Numerous schools from Japan battle it out to determine the best of the best. Seishun Gakuen Junior High School, more commonly known as Seigaku, is...",PG-13
31374,Shingeki! Kyojin Chuugakkou,Fall 2015,2015,2015,Manga,12,17 min. per ep.,138189,603,7.02,"On his first day of junior high, Eren Yeager comes face-to-face with a titan—and has his lunch stolen! From that day on, he holds a grudge against titans for taking his favorite food from him, a chees...",PG-13
856,Utawarerumono,Spring 2006,2006,2006,Visual novel,26,23 min. per ep.,137883,1115,7.67,"An injured man is found in the woods by a girl named Eruruu, and everything about him is mysterious. Without knowledge of his past nor even his own name, he is welcomed to Eruruu&#039;s home and is given t...",R
35079,Kino no Tabi: The Beautiful World - The Animated Series,Fall 2017,2017,2017,Light novel,12,23 min. per ep.,137859,760,7.59,"When 15-year-old Kino is feeling weighed down by heavy thoughts, one thing always manages to cheer her up: traveling. Nothing fills her heart with joy like exploring the beautiful, wonderful world aro...",R
39539,No Guns Life,Fall 2019,2019,2019,Manga,12,24 min. per ep.,137847,220,6.9,"The technology to create powerful cyborg soldiers has been released for public use by the Berühren Corporation. Those outfitted with robotic parts are known as the Extended. Juuzou Inui, one such Exte...",PG-13
39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Fall 2019,2019,2019,Light novel,14,23 min. per ep.,137737,1135,8.05,"Urano Motosu loves books and has an endless desire to read literature, no matter the subject. She almost fulfills her dream job of becoming a librarian before her life is ended in an accident. As she...",PG-13
39523,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,Fall 2019,2019,2019,Light novel,12,23 min. per ep.,137328,314,6.36,"Seven Japanese high school students enjoy international renown for their remarkable talents. One day, these friends survive a plane crash only to find themselves in the medieval fantasy world of Freyj...",PG-13
5355,Sengoku Basara,Spring 2009,2009,2009,Game,12,23 min. per ep.,137235,1072,7.4,"During Japan&#039;s Sengoku period, several powerful warlords fought in politics and in arms with hopes of unifying the country under a central government. Nobunaga Oda had asserted himself as being the mo...",PG-13
93,Mobile Suit Gundam SEED,Fall 2002,2002,2003,Original,50,24 min. per ep.,136932,3571,7.79,"In the year Cosmic Era 0071, the space colony Heliopolis remains neutral in the great war raging across the galaxy between Coordinators, human beings whose biological traits have been altered before b...",R
41930,Kamisama ni Natta Hi,Fall 2020,2020,2020,Original,12,24 min. per ep.,136716,1597,7.01,"At the end of the last summer vacation of high school, Youta Narukami spends his days preparing for the university entrance exams, when a young girl named Hina suddenly appears, proclaiming herself as...",PG-13
5678,Kobato.,Fall 2009,2009,2010,Manga,24,24 min. per ep.,136653,1616,7.99,"Sweet and naïve Hanato Kobato came to Earth on a mission to collect and fill a bottle with &quot;konpeito,&quot; which appear after healing a person&#039;s heart that is suffering. Kobato collects these because it i...",PG-13
15605,Brothers Conflict,Summer 2013,2013,2013,Novel,12,24 min. per ep.,136532,812,6.17,"Ema Hinata is a sweet girl with only her father to call family. One day, she learns that he will be remarrying Miwa Asahina, a wealthy fashion designer. Though she&#039;s glad she has a new place to call h...",PG-13
37614,Hitoribocchi no Marumaru Seikatsu,Spring 2019,2019,2019,4-koma manga,12,23 min. per ep.,136372,891,7.52,"Many of us know what it is like to transition to a new school with few to no friends in a new environment, going through the arduous process of getting to know people again. Bocchi Hitori knows this s...",PG-13
31174,Osomatsu-san,Fall 2015,2015,2016,Original,25,23 min. per ep.,136346,3559,8.03,"The majority of the Matsuno household is comprised of six identical siblings: self-centered leader Osomatsu, manly Karamatsu, voice of reason Choromatsu, cynical Ichimatsu, hyperactive Juushimatsu, an...",R
23421,Re:␣Hamatora,Summer 2014,2014,2014,Original,12,24 min. per ep.,136007,386,7.41,It has been three months since the incident at Yokohama. Things have been settling down at Cafe Nowhere. Murasaki and Hajime have teamed up and started investigating again. After an unforeseen reunion...,R
38297,"Maou-sama, Retry!",Summer 2019,2019,2019,Light novel,12,23 min. per ep.,135930,441,6.52,"Akira Oono is an ordinary working adult who manages the MMORPG Infinity Game. Fifteen years after creating the game, Oono decides to shut the servers down once and for all. However, as the clock strik...",PG-13
28621,Subete ga F ni Naru,Fall 2015,2015,2015,Novel,11,23 min. per ep.,135788,634,7.28,"In a research facility hidden away on a remote island, genius programmer Shiki Magata has lived as a recluse for years. She rarely sees guests, but associate professor Souhei Saikawa and university st...",R
